date,interconnection_point_type,interconnection_point,country,direction,transportation_amount
2020-12-13,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12786766.0
2020-12-13,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6796156.75
2020-12-13,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5697678.1
2020-12-13,Транскордонні точки,Республіка Молдова,Молдова,Вихід,1000000.0
2020-12-13,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10537260.0
2020-12-13,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,4722754.0
2020-12-13,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24910835.0
2020-12-13,Транскордонні точки,ГВС Суджа,Росія,Вхід,159543801.0
2020-12-13,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3873006.0
2020-12-13,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124570858.0
2020-12-14,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2735511.95
2020-12-14,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,49984018.33
2020-12-14,Мережі ОГРМ,ОГРМ,Україна,Вихід,120582480.2
2020-12-14,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,16911.61
2020-12-14,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,89133728.91
2020-12-14,Прямі споживачі,Прямі споживачі,Україна,Вихід,12292678.75
2020-12-14,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,33178185.0
2020-12-14,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13403792.0
2020-12-14,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6849194.55
2020-12-14,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5616141.2
2020-12-14,Транскордонні точки,Республіка Молдова,Молдова,Вихід,768612.0
2020-12-14,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10406083.0
2020-12-14,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5313144.0
2020-12-14,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25169904.0
2020-12-14,Транскордонні точки,ГВС Суджа,Росія,Вхід,160043740.0
2020-12-14,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124766167.0
2020-12-15,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2622405.53
2020-12-15,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50148146.69
2020-12-15,Мережі ОГРМ,ОГРМ,Україна,Вихід,119617906.1
2020-12-15,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15783.67
2020-12-15,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,85091434.84
2020-12-15,Прямі споживачі,Прямі споживачі,Україна,Вихід,12000672.76
2020-12-15,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,32662412.0
2020-12-15,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11516144.0
2020-12-15,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5547736.55
2020-12-15,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5910724.3
2020-12-15,Транскордонні точки,Республіка Молдова,Молдова,Вихід,534377.0
2020-12-15,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10589850.0
2020-12-15,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5182311.0
2020-12-15,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,26685396.0
2020-12-15,Транскордонні точки,ГВС Суджа,Росія,Вхід,156548720.0
2020-12-15,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,125014534.0
2020-12-16,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2586885.08
2020-12-16,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,49781363.78
2020-12-16,Мережі ОГРМ,ОГРМ,Україна,Вихід,120805057.8
2020-12-16,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15986.73
2020-12-16,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,80575083.56
2020-12-16,Прямі споживачі,Прямі споживачі,Україна,Вихід,11294230.65
2020-12-16,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,33450147.0
2020-12-16,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13067223.0
2020-12-16,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6664067.06
2020-12-16,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5435160.7
2020-12-16,Транскордонні точки,Республіка Молдова,Молдова,Вихід,696419.0
2020-12-16,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10875914.0
2020-12-16,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5337791.0
2020-12-16,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25199342.0
2020-12-16,Транскордонні точки,ГВС Суджа,Росія,Вхід,159611548.0
2020-12-16,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3860824.0
2020-12-16,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124578096.0
2020-12-17,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2580871.85
2020-12-17,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,48555333.38
2020-12-17,Мережі ОГРМ,ОГРМ,Україна,Вихід,118861827.5
2020-12-17,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15830.25
2020-12-17,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,84142721.32
2020-12-17,Прямі споживачі,Прямі споживачі,Україна,Вихід,10919484.9
2020-12-17,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,33331071.0
2020-12-17,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13857839.0
2020-12-17,Транскордонні точки,ГВС Каушани,Молдова,Вхід,7374722.91
2020-12-17,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5301864.3
2020-12-17,Транскордонні точки,Республіка Молдова,Молдова,Вихід,661153.0
2020-12-17,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11139666.0
2020-12-17,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5818130.0
2020-12-17,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25078617.0
2020-12-17,Транскордонні точки,ГВС Суджа,Росія,Вхід,160180268.0
2020-12-17,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124650897.0
2020-12-18,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2609643.67
2020-12-18,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,49566173.33
2020-12-18,Мережі ОГРМ,ОГРМ,Україна,Вихід,117190904.4
2020-12-18,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,16122.83
2020-12-18,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,87247413.55
2020-12-18,Прямі споживачі,Прямі споживачі,Україна,Вихід,11124787.72
2020-12-18,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,33454929.0
2020-12-18,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12947842.0
2020-12-18,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6507914.57
2020-12-18,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5392963.1
2020-12-18,Транскордонні точки,Республіка Молдова,Молдова,Вихід,599818.0
2020-12-18,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10541705.0
2020-12-18,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5407302.0
2020-12-18,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24892108.0
2020-12-18,Транскордонні точки,ГВС Суджа,Росія,Вхід,159491500.0
2020-12-18,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124498119.0
2020-12-19,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2594782.91
2020-12-19,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50530683.95
2020-12-19,Мережі ОГРМ,ОГРМ,Україна,Вихід,113581079.6
2020-12-19,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15998.22
2020-12-19,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,87516351.23
2020-12-19,Прямі споживачі,Прямі споживачі,Україна,Вихід,11584161.96
2020-12-19,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,32590547.0
2020-12-19,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12832950.0
2020-12-19,Транскордонні точки,ГВС Каушани,Молдова,Вхід,7046023.56
2020-12-19,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5702079.8
2020-12-19,Транскордонні точки,Республіка Молдова,Молдова,Вихід,963161.0
2020-12-19,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10378556.0
2020-12-19,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5089796.0
2020-12-19,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24311636.0
2020-12-19,Транскордонні точки,ГВС Суджа,Росія,Вхід,156583807.0
2020-12-19,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3888706.0
2020-12-19,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,121952755.0
2020-12-20,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2565978.56
2020-12-20,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50350266.31
2020-12-20,Мережі ОГРМ,ОГРМ,Україна,Вихід,115210696.9
2020-12-20,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15540.06
2020-12-20,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,87078481.69
2020-12-20,Прямі споживачі,Прямі споживачі,Україна,Вихід,11104613.01
2020-12-20,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31569211.0
2020-12-20,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12151907.0
2020-12-20,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6654080.82
2020-12-20,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5652103.7
2020-12-20,Транскордонні точки,Республіка Молдова,Молдова,Вихід,807041.0
2020-12-20,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10468082.0
2020-12-20,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5018763.0
2020-12-20,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24801954.0
2020-12-20,Транскордонні точки,ГВС Суджа,Росія,Вхід,158825174.0
2020-12-20,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124593830.0
2020-12-21,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2673794.22
2020-12-21,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50329294.85
2020-12-21,Мережі ОГРМ,ОГРМ,Україна,Вихід,121574652.9
2020-12-21,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15243.3
2020-12-21,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,86876393.96
2020-12-21,Прямі споживачі,Прямі споживачі,Україна,Вихід,11868939.98
2020-12-21,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,32205025.0
2020-12-21,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12815341.0
2020-12-21,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6767914.88
2020-12-21,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5630497.05
2020-12-21,Транскордонні точки,Республіка Молдова,Молдова,Вихід,581735.0
2020-12-21,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10444272.0
2020-12-21,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5836178.0
2020-12-21,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25604501.0
2020-12-21,Транскордонні точки,ГВС Суджа,Росія,Вхід,157862962.0
2020-12-21,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124484979.0
2020-12-22,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2853039.04
2020-12-22,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50054774.44
2020-12-22,Мережі ОГРМ,ОГРМ,Україна,Вихід,124810245.2
2020-12-22,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,13449.85
2020-12-22,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,88178977.12
2020-12-22,Прямі споживачі,Прямі споживачі,Україна,Вихід,12231558.72
2020-12-22,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31506730.0
2020-12-22,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12813977.0
2020-12-22,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5841294.01
2020-12-22,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5630349.9
2020-12-22,Транскордонні точки,Республіка Молдова,Молдова,Вихід,350600.0
2020-12-22,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10396527.0
2020-12-22,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5534778.0
2020-12-22,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25433366.0
2020-12-22,Транскордонні точки,ГВС Суджа,Росія,Вхід,157566089.0
2020-12-22,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3885836.0
2020-12-22,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,123943986.0
2020-12-23,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2859801.65
2020-12-23,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50165775.58
2020-12-23,Мережі ОГРМ,ОГРМ,Україна,Вихід,123109217.2
2020-12-23,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,12527.51
2020-12-23,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,88212900.26
2020-12-23,Прямі споживачі,Прямі споживачі,Україна,Вихід,12639209.47
2020-12-23,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31891617.0
2020-12-23,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12490498.0
2020-12-23,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5603602.46
2020-12-23,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5723589.7
2020-12-23,Транскордонні точки,Республіка Молдова,Молдова,Вихід,349096.0
2020-12-23,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11043392.0
2020-12-23,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5408447.0
2020-12-23,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24742254.0
2020-12-23,Транскордонні точки,ГВС Суджа,Росія,Вхід,158704091.0
2020-12-23,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,123542892.0
2020-12-24,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2721287.03
2020-12-24,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50408368.7
2020-12-24,Мережі ОГРМ,ОГРМ,Україна,Вихід,117690869.7
2020-12-24,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,12139.4
2020-12-24,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,86076812.54
2020-12-24,Прямі споживачі,Прямі споживачі,Україна,Вихід,12345861.96
2020-12-24,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,29984120.0
2020-12-24,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13475237.0
2020-12-24,Транскордонні точки,ГВС Каушани,Молдова,Вхід,7257094.34
2020-12-24,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5899329.91
2020-12-24,Транскордонні точки,Республіка Молдова,Молдова,Вихід,1006077.0
2020-12-24,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11060395.0
2020-12-24,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5222595.0
2020-12-24,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25035308.0
2020-12-24,Транскордонні точки,ГВС Суджа,Росія,Вхід,157056413.0
2020-12-24,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124506301.0
2020-12-25,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2676889.13
2020-12-25,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50585690.35
2020-12-25,Мережі ОГРМ,ОГРМ,Україна,Вихід,113910546.7
2020-12-25,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11508.93
2020-12-25,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,83683916.34
2020-12-25,Прямі споживачі,Прямі споживачі,Україна,Вихід,11247924.7
2020-12-25,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,30493561.0
2020-12-25,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12238738.0
2020-12-25,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6295588.81
2020-12-25,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4997489.05
2020-12-25,Транскордонні точки,Республіка Молдова,Молдова,Вихід,573198.0
2020-12-25,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10761767.0
2020-12-25,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5272160.0
2020-12-25,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25030698.0
2020-12-25,Транскордонні точки,ГВС Суджа,Росія,Вхід,156304136.0
2020-12-25,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3874851.0
2020-12-25,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124578830.0
2020-12-26,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2707221.27
2020-12-26,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50718129.86
2020-12-26,Мережі ОГРМ,ОГРМ,Україна,Вихід,114097173.1
2020-12-26,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11489.87
2020-12-26,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,79935040.27
2020-12-26,Прямі споживачі,Прямі споживачі,Україна,Вихід,10884969.78
2020-12-26,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,30845114.0
2020-12-26,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13229368.0
2020-12-26,Транскордонні точки,ГВС Каушани,Молдова,Вхід,7347660.13
2020-12-26,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4940223.7
2020-12-26,Транскордонні точки,Республіка Молдова,Молдова,Вихід,696494.0
2020-12-26,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10452330.0
2020-12-26,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,6050393.0
2020-12-26,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25103112.0
2020-12-26,Транскордонні точки,ГВС Суджа,Росія,Вхід,156471529.0
2020-12-26,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124458843.0
2020-12-27,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2796580.02
2020-12-27,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50523023.19
2020-12-27,Мережі ОГРМ,ОГРМ,Україна,Вихід,117870391.7
2020-12-27,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11739.92
2020-12-27,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,78709435.06
2020-12-27,Прямі споживачі,Прямі споживачі,Україна,Вихід,11037947.44
2020-12-27,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31238400.0
2020-12-27,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13187905.0
2020-12-27,Транскордонні точки,ГВС Каушани,Молдова,Вхід,7561075.13
2020-12-27,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4917736.2
2020-12-27,Транскордонні точки,Республіка Молдова,Молдова,Вихід,713169.0
2020-12-27,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10436633.0
2020-12-27,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,6094406.0
2020-12-27,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25157847.0
2020-12-27,Транскордонні точки,ГВС Суджа,Росія,Вхід,157112686.0
2020-12-27,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124351907.0
2020-12-28,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2795885.96
2020-12-28,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50114201.07
2020-12-28,Мережі ОГРМ,ОГРМ,Україна,Вихід,119064207.2
2020-12-28,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,12257.83
2020-12-28,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,81313253.34
2020-12-28,Прямі споживачі,Прямі споживачі,Україна,Вихід,11290872.12
2020-12-28,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31946050.0
2020-12-28,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12757502.0
2020-12-28,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6667449.05
2020-12-28,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5424110.45
2020-12-28,Транскордонні точки,Республіка Молдова,Молдова,Вихід,638470.0
2020-12-28,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,10598231.0
2020-12-28,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5556769.0
2020-12-28,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25097624.0
2020-12-28,Транскордонні точки,ГВС Суджа,Росія,Вхід,157666853.0
2020-12-28,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3860360.0
2020-12-28,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124942114.0
2020-12-29,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2783129.67
2020-12-29,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50005206.42
2020-12-29,Мережі ОГРМ,ОГРМ,Україна,Вихід,112478995.0
2020-12-29,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11887.56
2020-12-29,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,80765591.09
2020-12-29,Прямі споживачі,Прямі споживачі,Україна,Вихід,10769349.34
2020-12-29,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31182665.0
2020-12-29,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12561956.0
2020-12-29,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6787142.87
2020-12-29,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5483718.6
2020-12-29,Транскордонні точки,Республіка Молдова,Молдова,Вихід,649253.0
2020-12-29,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11738647.0
2020-12-29,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5450453.0
2020-12-29,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24844238.0
2020-12-29,Транскордонні точки,ГВС Суджа,Росія,Вхід,155393258.0
2020-12-29,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124550961.0
2020-12-30,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2566987.56
2020-12-30,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50412964.17
2020-12-30,Мережі ОГРМ,ОГРМ,Україна,Вихід,108198468.5
2020-12-30,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11025.5
2020-12-30,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,79221617.06
2020-12-30,Прямі споживачі,Прямі споживачі,Україна,Вихід,10732131.59
2020-12-30,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,31029658.0
2020-12-30,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11406896.0
2020-12-30,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5729078.2
2020-12-30,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4627385.3
2020-12-30,Транскордонні точки,Республіка Молдова,Молдова,Вихід,633337.0
2020-12-30,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12389433.0
2020-12-30,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,4472195.0
2020-12-30,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,26236757.0
2020-12-30,Транскордонні точки,ГВС Суджа,Росія,Вхід,151705963.0
2020-12-30,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124461878.0
2020-12-31,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2555490.29
2020-12-31,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50728510.59
2020-12-31,Мережі ОГРМ,ОГРМ,Україна,Вихід,105042376.4
2020-12-31,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,11069.12
2020-12-31,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,79713755.27
2020-12-31,Прямі споживачі,Прямі споживачі,Україна,Вихід,10577575.49
2020-12-31,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,29786287.0
2020-12-31,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10062693.0
2020-12-31,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4890490.75
2020-12-31,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4586479.98
2020-12-31,Транскордонні точки,Республіка Молдова,Молдова,Вихід,451918.0
2020-12-31,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12067462.0
2020-12-31,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3942871.0
2020-12-31,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,25390331.0
2020-12-31,Транскордонні точки,ГВС Суджа,Росія,Вхід,153089814.0
2020-12-31,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,3900929.0
2020-12-31,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,124705065.0
2021-01-01,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2440117.53
2021-01-01,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,50816009.73
2021-01-01,Мережі ОГРМ,ОГРМ,Україна,Вихід,97382644.67
2021-01-01,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9799.25
2021-01-01,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,64019381.08
2021-01-01,Прямі споживачі,Прямі споживачі,Україна,Вихід,10572167.26
2021-01-01,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,10128076.0
2021-01-01,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8065672.2
2021-01-01,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4035966.57
2021-01-01,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4364693.6
2021-01-01,Транскордонні точки,Республіка Молдова,Молдова,Вихід,414891.9
2021-01-01,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11191478.0
2021-01-01,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3673318.0
2021-01-01,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,37269705.0
2021-01-01,Транскордонні точки,ГВС Суджа,Росія,Вхід,89251041.0
2021-01-01,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,2660.0
2021-01-01,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,84220656.0
2021-01-02,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2572491.14
